,reinas,pasos,tiempo
0,4,3,0.0002968311309814453
1,4,4,0.00033664703369140625
2,4,1,9.441375732421875e-05
3,4,12,0.00096893310546875
4,4,14,0.0011658668518066406
5,4,12,0.0009672641754150391
6,4,10,0.0008044242858886719
7,4,3,0.00024819374084472656
8,4,6,0.0004820823669433594
9,4,8,0.0005640983581542969
10,4,3,0.00021982192993164062
11,4,4,0.0002951622009277344
12,4,14,0.00096893310546875
13,4,4,0.0002903938293457031
14,4,10,0.0006976127624511719
15,4,10,0.00069427490234375
16,4,11,0.0007684230804443359
17,4,18,0.0012602806091308594
18,4,3,0.00022125244140625
19,4,7,0.0004994869232177734
20,4,16,0.0011050701141357422
21,4,31,0.002178192138671875
22,4,8,0.0005667209625244141
23,4,14,0.0009593963623046875
24,4,8,0.0005712509155273438
25,4,6,0.00041985511779785156
26,4,3,0.00022077560424804688
27,4,8,0.0005674362182617188
28,4,35,0.0024034976959228516
29,4,8,0.0005567073822021484
30,8,7,0.0062007904052734375
31,8,47,0.03589272499084473
32,8,7,0.005158901214599609
33,8,512,0.4458177089691162
34,8,8,0.0064356327056884766
35,8,831,0.5825245380401611
36,8,38,0.02413487434387207
37,8,55,0.03522849082946777
38,8,7,0.004408836364746094
39,8,110,0.06974649429321289
40,8,124,0.07752156257629395
41,8,18,0.011450767517089844
42,8,128,0.08227419853210449
43,8,90,0.0581059455871582
44,8,285,0.1776893138885498
45,8,8,0.005257844924926758
46,8,371,0.22919821739196777
47,8,113,0.06827855110168457
48,8,8,0.0047817230224609375
49,8,461,0.2730700969696045
50,8,81,0.04868340492248535
51,8,21,0.012548685073852539
52,8,97,0.05771374702453613
53,8,344,0.21249818801879883
54,8,12,0.0072553157806396484
55,8,97,0.05789041519165039
56,8,20,0.011980772018432617
57,8,4,0.002379894256591797
58,10,600,0.8177003860473633
59,10,14,0.019263744354248047
60,10,746,1.0184848308563232
61,10,120,0.16422343254089355
62,10,356,0.48692798614501953
63,10,54,0.07425165176391602
64,10,37,0.05075693130493164
65,10,241,0.3270843029022217
66,10,126,0.17184019088745117
67,10,450,0.6099874973297119
68,10,361,0.4960298538208008
69,10,109,0.14954090118408203
70,10,45,0.06100201606750488
71,10,383,0.5919280052185059
72,10,60,0.10057234764099121
73,10,24,0.03905630111694336
74,10,175,0.3034965991973877
75,10,94,0.15464425086975098
76,10,23,0.03108954429626465
77,10,44,0.0590510368347168
78,10,13,0.01754474639892578
79,10,163,0.25289177894592285
80,10,216,0.3057057857513428
81,12,16,0.04650378227233887
82,12,10,0.02806544303894043
83,12,166,0.4701259136199951
84,12,167,0.47833681106567383
85,12,239,0.6824760437011719
86,12,80,0.24893522262573242
87,12,29,0.08056330680847168
88,12,21,0.057505130767822266
89,12,61,0.167191743850708
90,12,61,0.16752314567565918
91,15,27,0.17087554931640625
92,15,92,0.5852079391479492
93,15,49,0.3129582405090332
94,15,49,0.38343381881713867
95,15,105,0.7089002132415771
96,15,27,0.17200422286987305
97,15,131,0.8357293605804443
98,15,193,1.2321362495422363
99,15,40,0.25479888916015625
100,15,78,0.4963977336883545
101,15,52,0.3432950973510742
102,15,14,0.08863496780395508
103,15,52,0.33102965354919434
104,15,723,4.612460374832153
105,15,40,0.254819393157959
